index,Review,category,sentiment_predicted
756,처음부터 긴장감을 놓치지 않으면서도 후반부로 갈수록 더 흥미진진한 영화였어요.,story,1
757,재밌게 잘 봤어요 마무리가 좀 아쉽긴했지만 전체적으로는 잘 만든 영화 같아요 끝날때까지 몰입해서 봤어요,story,1
758,탄탄한 스토리와 잠시도 긴장을 멈출수 없는 내용전개와 배우들의 연기에 더 재미있었어요,story,1
759,생각보다 안무섭고 재미있음,story,1
760,꽤 긴 시간 이었는데 넘 재밌게 봤어요.,story,1
761,누가 판타지래 가능할거 같구만,story,0
762,재미있게 긴장감도 있게 적절히 잘봤어요😄,story,1
763,장로님 세겹줄이 안 끈어진다,story,0
764,부모님보여드렸는데 두분다 지루하셨다고ㅠ,story,1
765,몰입감 좋고 스토리도 나름..,story,1
766,역시 연기력도 최고 듣던데로 스토리도 최고네요,story,1
767,신선하고 배우들의 연기가 독보이는 영화입니다,actor,1
768,긴장감 있게 잘 봤습니다,story,1
769,"괜히 천만영화가 아니네요, 소름돋아요! 대박!",story,1
770,시기 맞춰서 잘 개봉한 영화 재밌어요,story,1
771,그래서 동티 당한 분은 어떻게 된걸까,story,1
772,진짜 n회차 가야할 영화 무섭다로 끝낼 수 없는 진짜 재미난 영화 배우들도 스토리도 탄탄해서 보는 재미가 있습니다 시간 흐르는지 몰랐어요 오늘 또 보러갑니닷,story,1
773,작품성이 정말 높네요 ~ 한국인인 것이 자랑스럽습니다.,story,1
774,너무 재미있게 봤어요. 연기 천재들 두번봐도 좋을꺼 같아요. 꼭 극장에서 강추입니다.,actor,1
775,어쩌다보니까 3번 본 영화. 처음엔 그냥그랬지만 보면 볼수록 그 속에 담긴 뜻이 와닿아서 좋아졌지 싶다.,story,1
776,영화 속 주제가 묻혀진 시퀀스로 향하는 전환점에서 조금 위화감이 든다. 필모 세레모니 오마주는 귀엽지만 내레이션 남발은 지양했으면.,story,0
777,최민식연기 너무 잘해요👍👍,actor,1
778,오랜만에 볼만했어요…,story,1
779,강시영화를 보고 나온듯한ㅋㅋ 내용은 그냥 그랬지만 배우들 연기력이 돋보이는 그런 영화였습니당ㅎㅎ,actor,1
780,곡성의 감독은 다르지만 무언가 분위기는 비슷하지 않을까 하며 기대하며 봤지만 감독이 달라 그런가요? 진짜… 이 영화 뭔지… 이상한 쪽으로 흘러가며 일본 무사 귀신 나올때 유치함을 느꼈습니다… 천만… 이해하기 어렵네요….,directing,0
781,보는 내내 몰입감 쩌는 영화,story,1
782,몰입감이 계속 되는 2시간이였다..👍,story,1
783,소문으로 듣던만큼 재밌었습니다.,story,1
784,김고은 최민식 유해진 그리고 윤봉길 좋다 1000만 축하,story,1
785,천만이라니 대단한 성과네요.,story,1
786,오컬트 좋아해서 봤는데 너무 재밌어요!,story,1
787,배우들의 연기 너무 훌륭했어요 시간 가는줄 모르고 몰입감 있게 봤어요,actor,1
788,나이스한 개봉타이밍과 배우들 연기력으로 천만간 영화,actor,1
789,중반부까지는 괜찮았다.,story,0
790,스토리가너무좋은거같아요 배우들연기가 감명있게봤습니다,actor,1
791,시간 가는줄 모르고 봤네요,story,1
792,천만돌파 이유가 있죠.소름끼쳐요~,story,1
793,역시 명작입니다요~~!,story,1
794,내남친 존잘❤?❤?❤?❤?,story,0
795,생동력 몰입감이 엄청난 영화,story,1
796,재미있게 잘 봤습니다 배우들의 연기가뛰어나요,actor,1
797,너무 늦게 봤지만 엄청 집중하면서 보게 만드는 마성의 무언가... 재밌게 잘봤습니다~,story,1
798,개잼있음~ 꼭보세요~~ㅋ,story,1
799,묘 이장이라는 소재에서 일제강점기까지 파고 들어가는 연결성이 소름돋아요,story,1
800,연기력 좋은 한 팀이었습니다. 굿,actor,1
801,배우들 연기보러가는 영화...,actor,1
802,생각보다 무섭진않았고 볼만했다,story,1
803,배우연기가 좋았고 2시간이 빠르게 지나갔어요 한번쯤 보면 좋은 영화라 안보셨다면 보시길 추천합니다,actor,1
804,김고은 연기 너무 잘한다,actor,1
805,역사적인 내용이 들어가 있어 찾는 재미 좋네요,story,1
806,역시 믿고 보는 배우들... 2주 있다가 한번 더 관람.... 긴말이 필요없는 웰메이드,actor,1
807,정말 재밌고 좋았어요~,story,1
808,신명나는 굿판 기 센 여자 셋의 도깨비놀음 힙스터 MZ 무당들과 구관이 명관인 풍수사와 장의사 진짜 뿌리뽑아야 할 것은 눈에 보이는 친일파들,story,0
809,"무섭긴 했지만, 배우들 연기력이 좋았음",actor,1
810,너무 기대하고 왔나봐요 조금 지루했어요,story,0
811,우헤헤헤헤우헤헤헤헤,story,0
812,오컬트적 분위기가 좋았던 영화. 배우들 연기는 최고네요~,actor,1
813,재밌어요 잘봤습니다!!,story,1
814,재미잇고 흥미잇게 관람,story,1
815,"명당만을 찾아 묘를 쓰는 장례문화에 대한, 그리고 일제가 우리나라의 정기를 막기 위해 명산마다 쇠말뚝 박은 사건을 재조명한 영화로 잘 된 영화라 생각한다",story,1
816,"4명의 주연 배우분들의 케미와 연기가 너무 맛깔나고 좋았습니다. 괜히 연기 차력쇼라는 말이 나온게 아니더군요. 그리고 오컬트 장르인만큼 스토리도 참신하다고 느꼈습니다. 그래서 요즘 친구들에게 빨리 파묘 보라고, 아직 안 봤으면 같이 보러 가자고 꼬시는 중입니다:)",story,1
817,Occult 영화인데 색깔이 가미됨,story,1
818,와 진짜 연기 미쳤다 완전 최고,actor,1
819,"영화는 배우빨이다라는것을 느끼게 해준 영화. 초반 스토리는 좋았는데 점점 산으로 가더니, 사무라이 전진에서 정점을 찍었다ㅋㅋㅋ 냉정하게 명당이 훨씬 재미있다",story,0
820,넘 무섭고 재밌어요 김고은 굿 할 때 진짜 소름 돋아서 눈물났어요,story,1
821,도시전설…. 아쉽다…,story,1
822,몰입도와 배우분들의 연기가 매우 좋았습니다,actor,1
823,영화는 시작부터 끝까지 긴장을 놓을수없이 집중력을 요하고 오래간만에 참 재미있게봤어요 다만 상영중 관람객들의 비매너 (늦은입장과 스마트폰켜고 오랜동안 시청을 방해하여 짜증이났네요),story,1
824,아니... 뒤로갈수록 이게 뭐지.?? 싶었음 악귀가 너무 전설의 고향 바이브라서 분위기도 깨지는 느낌,directing,0
825,긴장감 넘치고 배우들의 연기가 최고였어요~,actor,1
826,무당씬 신선함 귀신에 국적은 흠,directing,1
827,출연진을 믿고 넘 기대를 했나봐요,story,0
828,우리 땅이니까 당연히 기꺼이,story,1
829,빠져드네요 재밌었어요,story,1
830,재밌어요! 굿굿짱짱에브리타임맨,story,1
831,천만영화 될만합니다!,story,1
832,근래 본 영화중 최고의 몰입감. 오컬트쪽은 취향은 아닌데 스토리가 좋다보니 전혀 거슬리지 않았음. 연기는 말할것도 없음,actor,1
833,기대한것보다 재밌어요,story,1
834,간만에 쫄깃 재미써요ㅎ,story,1
835,오컬트 영화 더 많이 나오면 좋겠다,story,1
836,재미있게 보고 갑니다.,story,1
837,한순간도 지루하지 않은 러닝타임~ 배우들의 미친연기!!!,actor,1
838,이런 소재를 이용하는건 상상도 못 했네요 재밌어요,story,1
839,한국의 얼을 잇기위한 비공식 애국자 느낌,story,1
840,진심..사운드며 스토리며 최고 여러번 보고 싶은 명작,story,1
841,"날것의 한국식 샤머니즘을 볼 수 있어서 신기하고 좋았다. 배우들의 연기도, 각본도 모두 빠질데 없이 좋았음~!",story,1
842,"‘기우’란 예측할 수 없는 불상사를 미리 걱정하는 것은 말이다. 설렘 반 두려움 반. 정말 기우에 지나지 않았다. 검은사제들, 사바하 이후 이 감독이 만들어나가는 이야기가 더 기대되어진다.",story,1
843,줄거리가 흥미로웠어요!,story,1
844,그냥저냥입니다. 나쁘지도않고.,story,0
845,재밌게 관람했습니다.,story,1
846,부모님이랑 같이 봤어용,story,1
847,잘 만든 영화 같습니다 재밌어요,story,1
848,신선한 소재ㅋㅋ 으잉?! 하는 부분도 약간 있었지만 전체적으로 재밌었다,story,1
849,생각보다 무섭지 않았지만 1/3은 못봤어요 ㅎㅎ,story,1
850,몰입감은 최고입니다 역사랑 오컬트 접목시킨게 신선했어요,story,1
851,역시 1000만 영화 답게 시간 가는줄 모르고 빠져 들어 재미 있게 보았습니다,story,1
852,"배우에 비해 스토리가 허술해서 흥이 깨졌어요. 용두사미로 끝나버린 영화. 전하려는 의미는 좋았으나, 대사 등 스토리가 아쉽습니다. 파묘 전용 영화쿠폰 등 온라인몰에서 홍보를 많이해서 초창기 관객을 모으고, 이 영화가 무섭다는 걸 보니 어린얘들 눈높이의 영화였나 싶습니다.",story,0
853,무서울까봐 걱정했는데 재밌었어요~,story,1
854,ㅐ 재밌게잘봤어요 식구들이랑봤어요,story,1
855,배우들과 스토리가 하나되어 긴장하면서 잼나게 보았네요,story,1
856,연기력이 너무 대단해요 긴장감이 엄청납니다,actor,1
857,다시보고싶을만큼 재밌었습니다,story,1
858,몰립감이 대단해서 깁게 봤어요. 스토리도 탄탄해서 좋았습니다. 시간가는 줄몰랐어요,story,1
859,다시보니 처음보다 더 내용이들어오네요 진짜 연기소름,actor,1
860,가족들이랑 오랜만에 영화관나들이했는데 재밌게 봤어요 특히 김고은 배우 돈 값하는 연기 좋았습니다👍🏼,actor,1
861,스토리도 좋고 몰입감 최고!! 연기잘하는 배우들덕에 시간가는줄 모르고 재미나게 봤어요~,actor,1
862,배우들의 연기는 너무 좋았으나 중간부터 무슨 스토린가 싶었어요...,story,0
863,파묘 너무나 무섭네요.,story,1
864,재밌네요 오컬트!,story,1
865,영화의 시작부터 끝까지 한순간도 긴장을 놓을 수 없었습니다!! 오컬트의 묘미를 제대로 느끼게 해준 영화였습니다!!^^,story,1
866,누가 안 무섭다고 그래요.ㅜㅜ 너무너무 쫄면서 봤어요.연기너무 잘하네요.다들^^,actor,1
867,오랜만에 좋은영화 관람했어요,story,1
868,오컬트의 새로운 장르~,story,1
869,재밋었는데 좀더 깊었어도 더 좋았을것 같아여!,story,1
870,오랜 만에 영화관 나들이 했는데 절망좋은 영화,story,0
871,지지지이이이이인짜아아아 재밌다,story,1
872,시간 가는줄 모르고 몰입했어요 간만에 한국영화 괜찮은거 봄,story,1
873,긴장감 넘치는 스토리와 화려한 연기파 배우들의 인상깊은 연기 너무 좋았어요!,actor,1
874,배우들의 연기는 다들 너무 좋으나 스토리가 살짝 미약하지 않았나..,story,0
875,이거는 오컬트가 아님. 너무 선명함.,story,1
876,끝이 시시하던데 저는 괜찮던데요 제 취향은 아니지만 재밌게 잘 봤어요,story,1
877,대신 예매 해줫는데 무서웠겟다ㅜㅜㅜ,story,0
878,재밌게 잘 봤습니다. 근데 무서웠어요..ㅠㅋㅋㅋ,story,1
879,심오하지만 너무 재미있었어요!,story,1
880,심장이 깜짝 깜짝 놀라 는 정말 재밋는 영화 입니다,story,1
881,천만찍을만하네요..,story,1
882,도입부의 신비감을 쭉 가져갔으면 더 좋았을탠데 전반적으로 간장감은 짱인 재미있는영화였읍니다,story,1
883,너무 몰입해서 봐서 영화 끝난 후 기진맥진.. 너무 재밌었어요,story,1
884,전래동화에서만 봣던 도깨비불이 인상깊었고 항일코드를 1도 못찾았지만 일본놈들이객개기들아,story,0
885,"보면 볼수록 보이는게 많아지는, 알면 알수록 느끼는게 많아지는, 오컬트를 넘어선, 한국인이라면 보면서 속시원할 영화. 오랜만에 끝까지 집중할 수 있었던 디테일 괴물인 영화",story,1
886,믿고 보는 천만영화 최민식배우 연기력은 역시 최고! 김고은배우 무당 연기력은 정말 놀라운 모습때문에 엥화의 긴박함과 물입력이 높아져 좋았음,actor,1
887,짜임새 있는 스토리에 실력파 배우들의 연기까지 좋은 영화 감상할 수 있어서 감사합니다.,actor,1
888,연기는 좋았는데 조금 지쿠하네요,actor,0
889,"간만에 쭌이랑 영화 봤어요 1,000만 넘어 고고",story,1
890,너무 재미있게 봤습니다.,story,1
891,재밌게 봤읍니다^^~,story,1
892,천만영화다운 내용이였어요 중반에 좀 흐름이 끊기긴했는데 재밌어요,story,1
893,천만 넘었다길래 궁금해서 봤어요 후반부에 잠깐 스토리가 산으로 가나 했지만.. 배우들 연기가 너무 좋아서 끝까지 잘 봤어요,actor,1
894,일제의 만행을 다시한번 느끼면서 봤습니다.,story,0
895,진짜 생각한 것 보단 별로 였다!,story,0
896,재미있어요 취향입니다,story,1
897,모든 배우들의 명연기가 볼만했어요. 특히 김고은 배우의 연기는..소름이 돋을 정도였어요. 재밌는 영화 볼 수있게 해 주셔서 감사합니다.,actor,1
898,오컬트로 천만이라니!!! 배우님들 연기가 기가맥히게 좋습니다!!,actor,1
899,천만을 향해서 축하하네요 N엔차 관람한 영화입니다~^^♡,story,1
900,"민족성까지 말하고 싶지 않은 귀신 이야기 >< 정말 한국 배우들 연기는 갑이였다. 특히 김고은의 첫 굿판 장면은 👍👍 유해진 대사 성경 구절 마따나 1보다 2, 2보다 3. 뭉쳐야한다. 이쪽저쪽으로 편가르지 말고.",directing,1
901,재미있게 잘봤습니다 추천,story,1
902,긴장감 만점~~~~연기 최고,actor,1
903,파묘 천만 축하합니다! 미스터리 동양 오컬트 많이 많이 나와주세요,story,1
904,재밌습니다. 적절하게 각 요소들 잘버무렸어요. 수작입니다. 추천합니다!,story,1
905,상영시간 내내 관객을 압도하고 몰입이 되어서 시간 가는 줄 몰랐다.,story,1
906,막 감동적이지도 막 통쾌하지도 않네요 그냥 볼 만했어요,story,1
907,시간이 어떻게 흘러갔는지 모르게 몰입해서 봤어요.,story,1
908,적절한 공포감에 적절한 사운드 모든게 나쁘지않았어요,story,1
909,스토리가 좋아 재미나게 봤어요^^,story,1
910,재미있게 잘봤습니다 추천합니다,story,1
911,시간 가는줄 모르고 몰입해서 봤습니다,story,1
912,천만 영화라니 신기하다,story,1
913,관람내내 긴장감과 스릴땜에 몰입할수 있었어요~,story,1
914,아이들과 무섭지만 재밌게 보았습니다^^,story,1
915,배우들 연기가 압권이네요. 오컬트 영화는 처음인데 스토리가 탄탄한 귀신(?) 얘기라 흥미진진하게 봤습니다. 마지막 장면에서는 최민식 배우 이순신 장군 때의 모습이 떠오르더라구요.,actor,1
916,유키즈에나오신 감독님때문에 영화를 보게 됐는데 잼있었어요 프로그램에서 얘기하셨던부분 챙겨서 보는재미도 쏠쏠,story,1
917,넘 재미있고 스릴도 있고~무섭기도하고~~마지막 일본 귀신 정말 짱~역시 한국의힘이 대단해요,story,1
918,배우들 연기가 너무 좋고 깔리는 배경음도 좋았어요 이런 장르의 영화 많이 나왔으면 좋겠어요,actor,1
919,"인물들에 대한 서사는 다소 부족했지만, 기묘하고 한번 볼법한 우리 영화. 배우들의 믿고보는 연기",actor,1
920,긴장감 박진감 뭐야이영화 ㅎㅎ그러다가 몰입되네여~배우연기가 돗보이네여~ 내용이 생소하지만여 ~,story,1
921,보고 한번 더 봤는데 몰입감 너무 조아요,story,1
922,정말 시원하고 재밌었어요👍🏻,story,1
923,좋아요 배우들의 연기력이 좋았어요,actor,1
924,"비닐 부시럭 거리는 소리, 딱딱한 과자 씹는 소리, 말소리 등 소음 때문에 짜증났는데 갈수록 영화 몰입도가 좋아서 그나마 나았음.. 자리 많이 남으면 좀 떨어져서 앉읍시다. 바짝 붙어 앉아서 시끄럽게 하지 좀 말고!!",story,0
925,파묘!!!재밋어영 엄빠랑 즐겁게ㅜ봤어용,story,1
926,재밌어요... 중간중간 깜짝놀라는 요소 있습니다!,story,1
927,오랜만에 영화관가서 봤는데 몰입감은 좋네요,story,1
928,연기력 대박!! 주연 배우분들 연기력 때문에 몰입감 최고였어요!,actor,1
929,재미있게 잘 보았습니다,story,1
930,"정말 재미있었고, 연기와 연출 음악 모두 훌륭했고, 다 보고 나서 숨겨진 의미가 무엇인지 찾아보면 더더욱 재미있는... 아주 잘 만든 영화.",story,1
931,연기자들 연기가 참 좋고 나중에 촬영 비하인드와 해석 보는 맛이 있을 것 같은 영화였습니다.,actor,1
932,이런 오컬트장르 못 보기도하고 안좋아하는데 되게 재밌게 봤습니다. 너무 재밌었어요,story,1
933,영화보면서끝나지않았으면하는영화는정말너무너무오랜만이었음.. 그정도로 시간가는줄모르고봤네요 스토리 연기 연출 빠지는게 없음 .. 후반부 유치하다고하는데 전혀 유치하지않고 그마저도 의도된 장치라 너무 감탄스러움 .. 이런 영화 만날 때 마다 이루 말할 수 없는 희열을 느껴요 파묘최고,directing,1
934,"나중에 검은 사제들, 사바하, 파묘를 엮어서 장재현 유니버스를 기대해 봐도????",story,0
935,진짜 화질 너무 구리네요 어두운 장면은 아예 안보여요,directing,0
936,오컬드도 한일전 이라니....,story,0
937,안보자니 눈에 밟혀서 보게된 영화가 천만이네요 그만큼 흥미를 끄는 소재와 배우들때문에 몰입해서 재밌게 봤어요,actor,1
938,쉽게 설명이 안돼는 영화 그럼에도 볼만했던 영화,story,1
939,조금 무섭고 많이 흥미롭다,story,1
940,와 개 재밌어요 연기가 짱이고 스릴러,actor,1
941,오랜만에 재미있는 한국영화,story,1
942,오컬트한 영화임에도 재미가있네요 배우들 연기가 좋았고 조연까지도 딱 맞춤,actor,1
943,최민식 배우님 연기 짱이었습니다.,actor,1
944,무섭고 재밌었어요 강추합니다,story,1
945,사바하보다 정리가 잘 되서 나온 느낌이라 너무 재밌게 봤다,story,1
946,한국 영화는 가급적 다 보는 편인데 모처럼 좋은 영화라 생각되네요.소문이 좀 나고 본지라 최대효과를 위해 음향이 좋은관에서 봤는데 더 좋았던거 같네요 연기도 좋고 명분도 있고 천만다운영화,actor,1
947,오랜만에 국산영화 좋은거 나왔네요,story,1
948,영화를 보고난 후에 이 영화는 왠지 천만 갈 것 같은 예감이 들더니 진짜 배우들 연기 쩔더라구요,actor,1
949,기대만큼 너무 재미있게 잘봤어요 n차 관람해도 돈이 아깝지 않을 영화입니다,story,1
950,진짜 레전드 영화 이도현 연기가 이렇게 쩌는줄 몰랐다.,actor,1
951,배우들의 연기가 진짜.. 굉장함,actor,1
952,검은사제들을 뛰어넘을 오컬트 장르 작품이 없을 거라 생각했다. 파묘가 이겼다. 동양적인 요소를 잘 살림 영화 보는 내내 재밌었고 흥미진진했다 개굿,story,1
953,정말정말재밌어요배우들도최고,actor,1
954,친일파들 모두 다 천벌을 받길..,story,0
955,재밌네요 배우들 연기도 좋았습니다,actor,1
956,재밌었습니다. 두 시간 훌쩍 보냈네요,story,1
957,진짜 재밌었어요! 배우들이 다 연기를 잘하셔서 더 재밌게 봤습니다,actor,1
958,재밌어요재밌어요재밌어요,story,1
959,재밌게 잘 봤습니다 또 봐도 재밌을 거 같네요 ㅎ,story,1
960,보고싶었던 영화인데 엄마랑 같이 보니 재밌어요~!,story,1
961,내용은 그저 그런데 배우들이 연기가 앞권이었던 영화 ~ 또 이런 소재의 영화가 더 많이 나와야 되는 이유로 천만영화를 찍었네요,story,1
962,재밌었어요...👍,story,1
963,배우들의 연기가 압권!,actor,1
964,재밌어요! 망할 수 없는 조합..💓,story,1
965,한고은 연기가 좋았습니다,actor,0
966,중간에 지루하거나 늘어지는 부분 없어서 오히려 더 집중이되고 좋았던것같아요:> 오히려 중간중간에 시끄럽게 하는 관객들이 몰입을 흐트러지게 만들어서 그렇긴하더라구요... 재관람 하러 가도 아깝지 않을 영화인것같아 재관람하러 가려구여,story,1
967,무서운 장면도 좀 나오고 쫄깃 했네요 스토리 구성이 좋았습니다,story,1
968,"재미있어요. 쇠말뚝은 알았는데, 관도 박다니",story,1
969,2D로 보고 다시 4D로 봤네요 역시나 잼나네요 배우들 연기도 영화 짜임도 넘 좋아요,actor,1
970,너무재밌어요ㅠㅜ 흐어어어ㅓㅇ,story,1
971,집중하게 만드는 영화얐다,story,1
972,배우들이 왜 연기를 잘해야하는지 보여주는 영화,actor,1
973,별 기대없이 봤는데 재밌게 시간가는줄 모르게 봤어요,story,1
974,등골이 오싹하네요... 지금도 추워요... 재밌게 잘봤어요..!!!,story,1
975,묘는 잘 팠으나 왜 험한 것이 나왔을까,story,0
976,Good~~~!이었음,story,1
977,기대이상으로 재미있어요!,story,1
978,지루하지 않게 끝까지 잘 몰아친다,story,1
979,재밌게봤어요. 흥미진진했습니다.,story,1
980,살짝 무서웠지만 재미있었어요,story,1
981,공포영화 특유의 갑툭튀가 없어서 다른 공포영화보다 편하게 볼 수 있으면서 스릴감과 스토리도 좋아서 많은 사람들이 재밌게 볼 수 있을구 같다,story,1
982,함부로 문열어 주지 말자....,story,0
983,"젊은 배우들의 신들린 연기!!! 진짜 황홀했습니다 몰입감도 장난이 아닌고, 넘 멋지고~~ 넘 감사합니다~~ 배우분들 모두 사랑합니다~~^^♡♡♡♡♡",actor,1
984,연출과 배우연기가 끝까지 끌고간영화!,actor,1
985,재밌게 잘봤습니다 영화 속에 많은 메세지가 담겨져있네요,story,1
986,좋아요! 추천하고갑니다,story,1
987,"주변에서 호불호가 갈리는데 전 호입니다. 그전에 사바하, 검은사제들도 재밌지만 흥행은 못했는데, 파묘에서 유종의 미를 걷는듯 합니다.",story,1
988,1000만 영화 너무 재밋게 보앗습니다,story,1
989,시간가는줄 모르고 봤네요. 마지막에 스토리가 산으로 가서 조금 아쉬웠으나 배우들 연기가 다한 영화입니다! 꼭 보세요 ㅎㅎ,actor,1
990,지루함없는 흥미로운 스토리 좋았습니다,story,1
991,한국 상업 영화의 우스운 문법 속에서 공포를 외치다 말기,story,0
992,"반전. 많은 생각을 하게 하고, 새로운 장르의 영화, 오랜만이네요",story,1
993,김고은연기가볼만했고.중후반 일본귀신부터 갑자기 이상해짐,actor,0
994,오랜만에 볼만한 영화였어요!! 김고은님 밖에 안보이는 영화🥰,story,1
995,재밋다가 갑자기 반일?,story,1
996,"자동차 번호판, 배역들의 이름, 전체적인 큰 내용, 배우들의 연기력까지... 누군가는 허무맹랑하다 어이없다 할 수 있으나 누군가는 멋졌다 감동적이었다고 할 수 있다. 난 감동적이었으며 다시 보라고 해도 또 볼 것이다.",story,1
997,곡성을 기대하고 갔어요. 후반으로 갈수록 억지로 공포를 유발해서 짜증났어요.,story,0
998,무섭기도하고 재밌기도하네요 진작볼걸~,story,1
999,쫌 무섭기는 했어요 배우들 연기 굉장하네요,actor,1
1000,"스토리 전개가 앞 뒤가 잘 안맞는 느낌, 환타지도 아니고 이야기 전개의 흐름도 자연스럽지 않고 상당히 실망한 영화입니다. 훌륭한 배우 들의 연기가 아깝습니다.",actor,0
1001,무섭기 보다는 징그러움. 무서운 영화 못 보는데 재미있게 봄. 배우들 연기 미쳤음,actor,1
1002,숨겨진 뜻을 알고나니 더 재밌는 영화,story,1
1003,너무 재밌게 봤어요^^,story,1
1004,우리나라 아픈 역사라 가슴 아프네요,story,1
1005,배우들 연기가 다했다--,actor,1
1006,연기짱 몰입감짱입니다,actor,1
1007,드디어 챙겨본 천만 영화!!,story,1
1008,생각 이상으로 재미있었습니다~,story,1
1009,배우진 연기와 분위기 연출 잼써요,directing,1
1010,넘나 젬나요. 스릴있고.. 무섭기도 하공 간만에 재미지게 보고 왔어요,story,1
1011,공포영화 별로 안좋아하는데 연기력들이 ㅎㄷㄷ하여 집중해서 봤습니다.,actor,1
1012,오랜만에 파묘덕분에 영화관에 왔네요 배우들의 연기가 몰입하며 봤네요~ 한국영화 또 기대돼요^^,actor,1
1013,정말 재미있게 잘 봤습니다,story,1
1014,인상이 깊게 남는 영화네요!,story,1
1015,재밌네요 역쉬 믿고 보는 배우님들.. 김고은배우님 진심 돈값 대박입니다 최민식배우님 진짜 몰입이 대단하세요,actor,1
1016,재밌었고 조금 무서웠어요,story,1
1017,중반부터 내용이 미스네 어쩌구저쩌구~~ 혹평이 좀 있길래 기대없이 봤어요 근데 이런.. 남편이랑 저는 완전 몰입해서 봤습니다 영화시간이 순삭된것같았어요 내용도 좋던데요ㅎㅎ 다들 개취겠지만 ㅋ,story,1
1018,입소문을 듣고 봤는데 재밌었어요~^^,story,1
1019,대강 내용을 알고 가서 봤어도 흥미진진했다. 김고은을 비롯한 주연배우 4인방 모두 훌륭한 연기. 천만 영화 조아,actor,1
1020,배우들 연기 너무좋았어요,actor,1
1021,"간만에 몰입감 있게 본 영화였습니다 ㅎㅎ 억지로 무섭게하거나 깜짝 놀라게 연출하지 않아서 좋았고 정말 몰입해서 봤습니다. 2시간 넘는 시간이 순식간에 지나갔네요! 공교롭게도 제가 본 오늘 1000만 관객이 넘었더라고요 ㅎㅎ 1,000만 관객 넘는 거 수긍합니다! 축하☺🎉",directing,1
1022,스토리가 탄탄하고 배우들의 연기가 너무 좋아서 정말 몰입해서 재밌게 봤어요👍 평소에 무서운거 잘 못보는 편인데도 생각보다 많이 무섭지 않아서 잘 관람했습니다😆,actor,1
1023,오랜만에 대작 한국영화!,story,1
1024,처음으로 두번 본 영화 진짜 멋진영화입니다.!!,story,1
1025,잘만든 한국 오컬트영화. 잘만들고 재밌는 영화,story,1
1026,잘봤습니다~~~~^^,story,1
1027,느껴지지 않는 무언가를 연기력으로 표현함,actor,1
1028,매력적인 무당 김고은 능청연기의 달인 유해진,actor,0
1029,"음향 효과가 반은 한것같고, 웃음포인트도 있고.",directing,1
1030,꿀잼! 다 연기천재들..,story,1
1031,믿고보는 연기파 배우들의 향연,actor,1
1032,배우들의 연기와 현장감이 지루할 틈 없이 계속 이어져요.,actor,1
1033,전반에는 정말 재밌게 봤는데 후반에는 뭔가 좀 엉성하네요,story,0
1034,기대 안하고 봤는데 몰입도도 좋았고 배우들 연기가 빛났습니다 구멍없어서 좋았어요 김고은 신들린 연기는 정말 충격이었어요 액션영화만 주구장창 나오는거 그만하고 다양한 장르의 영화가 나왔으면 좋겠어요 파묘가 가능성을 보여준거 아닌가 싶네요,actor,1
1035,한국식 오컬트 영화라고 해야하나..,story,0
1036,진짜 무서웠지만 정말 재밌었어요 !!!! 🙄🙄,story,1
1037,재미 있었어요. 기대이상으로 잘받습니다~^^,story,1
1038,재미 있었어요. 기대이상으로 잘받습니다~^^,story,1
1039,간만에 재미있는 영화를 봤네요,story,1
1040,너무 재밌다…또보고싶어요!!,story,1
1041,연기자들 연기 짱이네요,actor,1
1042,작품평이 좋다좋다해서 오늘 아침 첫관 보고왔습니다. 몇몇평을 읽어보고 갔는데.. 왜 그런 후반부가 별로였다는 평이 왜 있는지 모르겠네요 전 아주 재미있게 봤습니다 다시 한번 재 관람해보고 싶네요 ㅎㅎ,story,1
1043,취.향.저.격. 그리고 역사의식,story,1
1044,좋아요 파묘 아즈 재미있어요 k영화 하이팅,story,1
1045,"평점 9점 / 긴장감, 스릴, 공포 모두 좋았고 연출력과 연기력 최고임.",actor,1
1046,후반부가 조금 아쉽네요,story,1
1047,도깨비불 파트에서 나오는 도깨비불은 너무 멋있었어요 넋놓고 볼정도로요 저는 정말 감탄하면서 봤습니다 배우님들 연기도 너무 멋있었습니다,actor,1
1048,좀 늦게 보았지만 연기자들 연기가 돋보이는 영화네요 재미있게 보았습니다,story,1
1049,동티 이후로 산으로 간다,story,0
1050,🫶👍👍👍잼써료,story,1
1051,한 번에 하나씩만 다루기도 버거워요,story,0
1052,기대하고 있던 영화라 시간이 되서 보러갔어요 처음부터 몰입감이 좋아서 시간가는줄 모르고 감상했습니다 중간에 잠깐 장르가 바뀌는 느낌도 있었지만 전체적으로 만족스러웠습니다!,story,1
1053,한국형 판타지라 걱정했는데 재밌네 봤네요,story,1
1054,오랫만에 영화관 나들이 했어요 다들 연기 잘 하네요,actor,1
1055,오랫만에재미있고 트렌디한영화였어요,story,1
1056,오랫만에재미있고 트렌디한영화였어요,story,1
1057,진심 최고 입니다. 모든장면을 놓치기 싫어서 엄청 집중 했습니다.,directing,1
1058,"이 영화, 최소 삽질 안해본 사람이 만든 영화다 ㅋㅋㅋ",story,0
1059,오컬트 장르에 대한 새로운 도전과 역사관을 접목한 신선한 접근. 일단 김고은 연기에 큰 박수를,actor,1
1060,흥미진진하고 소름돋는 연기력까지 1000만 답네요,actor,1
